Fator de Falha (%)	Tempo Entre Descargas (min)	Duração de Descarga (s)	Nº de Peças Total	Nº de Peças Simultâneas
5,0	20	450	50	24
5,0	20	500	50	27
5,0	25	10	1	1
5,0	25	20	1	1
5,0	25	30	1	1
5,0	25	40	1	1
5,0	25	50	1	1
5,0	25	75	1	1
5,0	25	100	1	1
5,0	25	300	1	1
5,0	25	350	1	1
5,0	25	400	1	1
5,0	25	450	1	1
5,0	25	500	1	1
5,0	25	10	2	1
5,0	25	20	2	1
5,0	25	30	2	1
5,0	25	40	2	1
5,0	25	50	2	1
5,0	25	75	2	1
5,0	25	100	2	1
5,0	25	300	2	1
5,0	25	350	2	2
5,0	25	400	2	2
5,0	25	450	2	2
5,0	25	500	2	2
5,0	25	10	3	1
5,0	25	20	3	1
5,0	25	30	3	1
5,0	25	40	3	1
5,0	25	50	3	1
5,0	25	75	3	1
5,0	25	100	3	1
5,0	25	300	3	2
5,0	25	350	3	2
5,0	25	400	3	2
5,0	25	450	3	2
5,0	25	500	3	2
5,0	25	10	4	1
5,0	25	20	4	1
5,0	25	30	4	1
5,0	25	40	4	1
5,0	25	50	4	1
5,0	25	75	4	1
5,0	25	100	4	1
5,0	25	300	4	2
5,0	25	350	4	2
5,0	25	400	4	3
5,0	25	450	4	3
5,0	25	500	4	3
5,0	25	10	5	1
5,0	25	20	5	1
5,0	25	30	5	1
5,0	25	40	5	1
5,0	25	50	5	1
5,0	25	75	5	1
5,0	25	100	5	1
5,0	25	300	5	3
5,0	25	350	5	3
5,0	25	400	5	3
5,0	25	450	5	3
5,0	25	500	5	3
5,0	25	10	6	1
5,0	25	20	6	1
5,0	25	30	6	1
5,0	25	40	6	1
5,0	25	50	6	1
5,0	25	75	6	1
5,0	25	100	6	2
5,0	25	300	6	3
5,0	25	350	6	3
5,0	25	400	6	3
5,0	25	450	6	4
5,0	25	500	6	4
5,0	25	10	7	1
5,0	25	20	7	1
5,0	25	30	7	1
5,0	25	40	7	1
5,0	25	50	7	1
5,0	25	75	7	1
5,0	25	100	7	2
5,0	25	300	7	3
5,0	25	350	7	4
5,0	25	400	7	4
5,0	25	450	7	4
5,0	25	500	7	4
5,0	25	10	8	1
5,0	25	20	8	1
5,0	25	30	8	1
5,0	25	40	8	1
5,0	25	50	8	1
5,0	25	75	8	2
5,0	25	100	8	2
5,0	25	300	8	4
5,0	25	350	8	4
5,0	25	400	8	4
5,0	25	450	8	5
5,0	25	500	8	5
5,0	25	10	9	1
5,0	25	20	9	1
5,0	25	30	9	1
5,0	25	40	9	1
5,0	25	50	9	1
5,0	25	75	9	2
5,0	25	100	9	2
5,0	25	300	9	4
5,0	25	350	9	4
5,0	25	400	9	5
5,0	25	450	9	5
5,0	25	500	9	5
5,0	25	10	10	1
5,0	25	20	10	1
5,0	25	30	10	1
5,0	25	40	10	1
5,0	25	50	10	1
5,0	25	75	10	2
5,0	25	100	10	2
5,0	25	300	10	4
5,0	25	350	10	5
5,0	25	400	10	5
5,0	25	450	10	5
5,0	25	500	10	6
5,0	25	10	11	1
5,0	25	20	11	1
5,0	25	30	11	1
5,0	25	40	11	1
5,0	25	50	11	2
5,0	25	75	11	2
5,0	25	100	11	2
5,0	25	300	11	5
5,0	25	350	11	5
5,0	25	400	11	5
5,0	25	450	11	6
5,0	25	500	11	6
5,0	25	10	12	1
5,0	25	20	12	1
5,0	25	30	12	1
5,0	25	40	12	1
5,0	25	50	12	2
5,0	25	75	12	2
5,0	25	100	12	2
5,0	25	300	12	5
5,0	25	350	12	5
5,0	25	400	12	6
5,0	25	450	12	6
5,0	25	500	12	7
5,0	25	10	13	1
5,0	25	20	13	1
5,0	25	30	13	1
5,0	25	40	13	1
5,0	25	50	13	2
5,0	25	75	13	2
5,0	25	100	13	3
5,0	25	300	13	5
5,0	25	350	13	6
5,0	25	400	13	6
5,0	25	450	13	7
5,0	25	500	13	7
5,0	25	10	14	1
5,0	25	20	14	1
5,0	25	30	14	1
5,0	25	40	14	2
5,0	25	50	14	2
5,0	25	75	14	2
5,0	25	100	14	3
5,0	25	300	14	5
5,0	25	350	14	6
5,0	25	400	14	7
5,0	25	450	14	7
5,0	25	500	14	8
5,0	25	10	15	1
5,0	25	20	15	1
5,0	25	30	15	1
5,0	25	40	15	2
5,0	25	50	15	2
5,0	25	75	15	2
5,0	25	100	15	3
5,0	25	300	15	6
5,0	25	350	15	6
5,0	25	400	15	7
5,0	25	450	15	8
5,0	25	500	15	8
5,0	25	10	16	1
5,0	25	20	16	1
5,0	25	30	16	1
5,0	25	40	16	2
5,0	25	50	16	2
5,0	25	75	16	2
5,0	25	100	16	3
5,0	25	300	16	6
5,0	25	350	16	7
5,0	25	400	16	7
5,0	25	450	16	8
5,0	25	500	16	8
5,0	25	10	17	1
5,0	25	20	17	1
5,0	25	30	17	1
5,0	25	40	17	2
5,0	25	50	17	2
5,0	25	75	17	3
5,0	25	100	17	3
5,0	25	300	17	6
5,0	25	350	17	7
5,0	25	400	17	8
5,0	25	450	17	8
5,0	25	500	17	9
5,0	25	10	18	1
5,0	25	20	18	1
5,0	25	30	18	1
5,0	25	40	18	2
5,0	25	50	18	2
5,0	25	75	18	3
5,0	25	100	18	3
5,0	25	300	18	7
5,0	25	350	18	7
5,0	25	400	18	8
5,0	25	450	18	9
5,0	25	500	18	9
5,0	25	10	19	1
5,0	25	20	19	1
5,0	25	30	19	2
5,0	25	40	19	2
5,0	25	50	19	2
5,0	25	75	19	3
5,0	25	100	19	3
5,0	25	300	19	7
5,0	25	350	19	8
5,0	25	400	19	8
5,0	25	450	19	9
5,0	25	500	19	10
5,0	25	10	20	1
5,0	25	20	20	1
5,0	25	30	20	2
5,0	25	40	20	2
5,0	25	50	20	2
5,0	25	75	20	3
5,0	25	100	20	3
5,0	25	300	20	7
5,0	25	350	20	8
5,0	25	400	20	9
5,0	25	450	20	9
5,0	25	500	20	10
5,0	25	10	25	1
5,0	25	20	25	1
5,0	25	30	25	2
5,0	25	40	25	2
5,0	25	50	25	2
5,0	25	75	25	3
5,0	25	100	25	4
5,0	25	300	25	8
5,0	25	350	25	9
5,0	25	400	25	10
5,0	25	450	25	11
5,0	25	500	25	12
5,0	25	10	30	1
5,0	25	20	30	2
5,0	25	30	30	2
5,0	25	40	30	2
5,0	25	50	30	3
5,0	25	75	30	4
5,0	25	100	30	4
5,0	25	300	30	10
5,0	25	350	30	11
5,0	25	400	30	12
5,0	25	450	30	13
5,0	25	500	30	14
5,0	25	10	35	1
5,0	25	20	35	2
5,0	25	30	35	2
5,0	25	40	35	3
5,0	25	50	35	3
5,0	25	75	35	4
5,0	25	100	35	5
5,0	25	300	35	11
5,0	25	350	35	12
5,0	25	400	35	14
5,0	25	450	35	15
5,0	25	500	35	16
5,0	25	10	40	1
5,0	25	20	40	2
5,0	25	30	40	2
5,0	25	40	40	3
5,0	25	50	40	3
5,0	25	75	40	4
5,0	25	100	40	5
5,0	25	300	40	12
5,0	25	350	40	14
5,0	25	400	40	15
5,0	25	450	40	17
5,0	25	500	40	18
5,0	25	10	45	1
5,0	25	20	45	2
5,0	25	30	45	3
5,0	25	40	45	3
5,0	25	50	45	4
5,0	25	75	45	5
5,0	25	100	45	6
5,0	25	300	45	14
5,0	25	350	45	15
5,0	25	400	45	17
5,0	25	450	45	19
5,0	25	500	45	20
5,0	25	10	50	1
5,0	25	20	50	2
5,0	25	30	50	3
5,0	25	40	50	3
5,0	25	50	50	4
5,0	25	75	50	5
5,0	25	100	50	6
5,0	25	300	50	15
5,0	25	350	50	17
5,0	25	400	50	19
5,0	25	450	50	20
5,0	25	500	50	22
5,0	30	10	1	1
5,0	30	20	1	1
5,0	30	30	1	1
5,0	30	40	1	1
5,0	30	50	1	1
5,0	30	75	1	1
5,0	30	100	1	1
5,0	30	300	1	1
5,0	30	350	1	1
5,0	30	400	1	1
5,0	30	450	1	1
5,0	30	500	1	1
5,0	30	10	2	1
5,0	30	20	2	1
5,0	30	30	2	1
5,0	30	40	2	1
5,0	30	50	2	1
5,0	30	75	2	1
5,0	30	100	2	1
5,0	30	300	2	1
5,0	30	350	2	1
5,0	30	400	2	1
5,0	30	450	2	2
5,0	30	500	2	2
5,0	30	10	3	1
5,0	30	20	3	1
5,0	30	30	3	1
5,0	30	40	3	1
5,0	30	50	3	1
5,0	30	75	3	1
5,0	30	100	3	1
5,0	30	300	3	2
5,0	30	350	3	2
5,0	30	400	3	2
5,0	30	450	3	2
5,0	30	500	3	2
5,0	30	10	4	1
5,0	30	20	4	1
5,0	30	30	4	1
5,0	30	40	4	1
5,0	30	50	4	1
5,0	30	75	4	1
5,0	30	100	4	1
5,0	30	300	4	2
5,0	30	350	4	2
5,0	30	400	4	2
5,0	30	450	4	3
5,0	30	500	4	3
5,0	30	10	5	1
5,0	30	20	5	1
5,0	30	30	5	1
5,0	30	40	5	1
5,0	30	50	5	1
5,0	30	75	5	1
5,0	30	100	5	1
5,0	30	300	5	2
5,0	30	350	5	3
5,0	30	400	5	3
5,0	30	450	5	3
5,0	30	500	5	3
5,0	30	10	6	1
5,0	30	20	6	1
5,0	30	30	6	1
5,0	30	40	6	1
5,0	30	50	6	1
5,0	30	75	6	1
5,0	30	100	6	1
5,0	30	300	6	3
5,0	30	350	6	3
5,0	30	400	6	3
5,0	30	450	6	3
5,0	30	500	6	4
5,0	30	10	7	1
5,0	30	20	7	1
5,0	30	30	7	1
5,0	30	40	7	1
5,0	30	50	7	1
5,0	30	75	7	1
5,0	30	100	7	2
5,0	30	300	7	3
5,0	30	350	7	3
5,0	30	400	7	3
5,0	30	450	7	4
5,0	30	500	7	4
5,0	30	10	8	1
5,0	30	20	8	1
5,0	30	30	8	1
5,0	30	40	8	1
5,0	30	50	8	1
5,0	30	75	8	1
5,0	30	100	8	2
5,0	30	300	8	3
5,0	30	350	8	4
5,0	30	400	8	4
5,0	30	450	8	4
5,0	30	500	8	4
5,0	30	10	9	1
5,0	30	20	9	1
5,0	30	30	9	1
5,0	30	40	9	1
5,0	30	50	9	1
5,0	30	75	9	2
5,0	30	100	9	2
5,0	30	300	9	3
5,0	30	350	9	4
5,0	30	400	9	4
5,0	30	450	9	4
5,0	30	500	9	5
5,0	30	10	10	1
5,0	30	20	10	1
5,0	30	30	10	1
5,0	30	40	10	1
5,0	30	50	10	1
5,0	30	75	10	2
5,0	30	100	10	2
5,0	30	300	10	4
5,0	30	350	10	4
5,0	30	400	10	4
5,0	30	450	10	5
5,0	30	500	10	5
5,0	30	10	11	1
5,0	30	20	11	1
5,0	30	30	11	1
5,0	30	40	11	1
5,0	30	50	11	1
5,0	30	75	11	2
5,0	30	100	11	2
5,0	30	300	11	4
5,0	30	350	11	4
5,0	30	400	11	5
5,0	30	450	11	5
5,0	30	500	11	6
5,0	30	10	12	1
5,0	30	20	12	1
5,0	30	30	12	1
5,0	30	40	12	1
5,0	30	50	12	1
5,0	30	75	12	2
5,0	30	100	12	2
5,0	30	300	12	4
5,0	30	350	12	5
5,0	30	400	12	5
5,0	30	450	12	6
5,0	30	500	12	6
5,0	30	10	13	1
5,0	30	20	13	1
5,0	30	30	13	1
5,0	30	40	13	1
5,0	30	50	13	1
5,0	30	75	13	2
5,0	30	100	13	2
5,0	30	300	13	5
5,0	30	350	13	5
5,0	30	400	13	5
5,0	30	450	13	6
5,0	30	500	13	6
5,0	30	10	14	1
5,0	30	20	14	1
5,0	30	30	14	1
5,0	30	40	14	1
5,0	30	50	14	2
5,0	30	75	14	2
5,0	30	100	14	2
5,0	30	300	14	5
5,0	30	350	14	5
5,0	30	400	14	6
5,0	30	450	14	6
5,0	30	500	14	7
5,0	30	10	15	1
5,0	30	20	15	1
5,0	30	30	15	1
5,0	30	40	15	1
5,0	30	50	15	2
5,0	30	75	15	2
5,0	30	100	15	2
5,0	30	300	15	5
5,0	30	350	15	6
5,0	30	400	15	6
5,0	30	450	15	7
5,0	30	500	15	7
5,0	30	10	16	1
5,0	30	20	16	1
5,0	30	30	16	1
5,0	30	40	16	1
5,0	30	50	16	2
5,0	30	75	16	2
5,0	30	100	16	3
5,0	30	300	16	5
5,0	30	350	16	6
5,0	30	400	16	6
5,0	30	450	16	7
5,0	30	500	16	7
5,0	30	10	17	1
5,0	30	20	17	1
5,0	30	30	17	1
5,0	30	40	17	2
5,0	30	50	17	2
5,0	30	75	17	2
5,0	30	100	17	3
5,0	30	300	17	6
5,0	30	350	17	6
5,0	30	400	17	7
5,0	30	450	17	7
5,0	30	500	17	8
5,0	30	10	18	1
5,0	30	20	18	1
5,0	30	30	18	1
5,0	30	40	18	2
5,0	30	50	18	2
5,0	30	75	18	2
5,0	30	100	18	3
5,0	30	300	18	6
5,0	30	350	18	6
5,0	30	400	18	7
5,0	30	450	18	8
5,0	30	500	18	8
5,0	30	10	19	1
5,0	30	20	19	1
5,0	30	30	19	1
5,0	30	40	19	2
5,0	30	50	19	2
5,0	30	75	19	2
5,0	30	100	19	3
5,0	30	300	19	6
5,0	30	350	19	7
5,0	30	400	19	7
5,0	30	450	19	8
5,0	30	500	19	9
5,0	30	10	20	1
5,0	30	20	20	1
5,0	30	30	20	1
5,0	30	40	20	2
5,0	30	50	20	2
5,0	30	75	20	2
5,0	30	100	20	3
5,0	30	300	20	6
5,0	30	350	20	7
5,0	30	400	20	8
5,0	30	450	20	8
5,0	30	500	20	9
5,0	30	10	25	1
5,0	30	20	25	1
5,0	30	30	25	2
5,0	30	40	25	2
5,0	30	50	25	2
5,0	30	75	25	3
5,0	30	100	25	3
5,0	30	300	25	7
5,0	30	350	25	8
5,0	30	400	25	9
5,0	30	450	25	10
5,0	30	500	25	11
5,0	30	10	30	1
5,0	30	20	30	1
5,0	30	30	30	2
5,0	30	40	30	2
5,0	30	50	30	2
5,0	30	75	30	3
5,0	30	100	30	4
5,0	30	300	30	9
5,0	30	350	30	10
5,0	30	400	30	11
5,0	30	450	30	12
5,0	30	500	30	12
5,0	30	10	35	1
5,0	30	20	35	2
5,0	30	30	35	2
5,0	30	40	35	2
5,0	30	50	35	3
5,0	30	75	35	4
5,0	30	100	35	4
5,0	30	300	35	10
5,0	30	350	35	11
5,0	30	400	35	12
5,0	30	450	35	13
5,0	30	500	35	14
5,0	30	10	40	1
5,0	30	20	40	2
5,0	30	30	40	2
5,0	30	40	40	3
5,0	30	50	40	3
5,0	30	75	40	4
5,0	30	100	40	5
5,0	30	300	40	11
5,0	30	350	40	12
5,0	30	400	40	13
5,0	30	450	40	15
5,0	30	500	40	16
5,0	30	10	45	1
5,0	30	20	45	2
5,0	30	30	45	2
5,0	30	40	45	3
5,0	30	50	45	3
5,0	30	75	45	4
5,0	30	100	45	5
5,0	30	300	45	12
5,0	30	350	45	13
5,0	30	400	45	15
5,0	30	450	45	16
5,0	30	500	45	18
5,0	30	10	50	1
5,0	30	20	50	2
5,0	30	30	50	3
5,0	30	40	50	3
5,0	30	50	50	3
5,0	30	75	50	5
5,0	30	100	50	6
5,0	30	300	50	13
5,0	30	350	50	14
5,0	30	400	50	16
5,0	30	450	50	18
5,0	30	500	50	19
5,0	40	10	1	1
5,0	40	20	1	1
5,0	40	30	1	1
5,0	40	40	1	1
5,0	40	50	1	1
5,0	40	75	1	1
5,0	40	100	1	1
5,0	40	300	1	1
5,0	40	350	1	1
5,0	40	400	1	1
5,0	40	450	1	1
5,0	40	500	1	1
5,0	40	10	2	1
5,0	40	20	2	1
5,0	40	30	2	1
5,0	40	40	2	1
5,0	40	50	2	1
5,0	40	75	2	1
5,0	40	100	2	1
5,0	40	300	2	1
5,0	40	350	2	1
5,0	40	400	2	1
5,0	40	450	2	1
5,0	40	500	2	1
5,0	40	10	3	1
5,0	40	20	3	1
5,0	40	30	3	1
5,0	40	40	3	1
5,0	40	50	3	1
5,0	40	75	3	1
5,0	40	100	3	1
5,0	40	300	3	1
5,0	40	350	3	2
5,0	40	400	3	2
5,0	40	450	3	2
5,0	40	500	3	2
5,0	40	10	4	1
5,0	40	20	4	1
5,0	40	30	4	1
5,0	40	40	4	1
5,0	40	50	4	1
5,0	40	75	4	1
5,0	40	100	4	1
5,0	40	300	4	2
5,0	40	350	4	2
5,0	40	400	4	2
5,0	40	450	4	2
5,0	40	500	4	2
5,0	40	10	5	1
5,0	40	20	5	1
5,0	40	30	5	1
5,0	40	40	5	1
5,0	40	50	5	1
5,0	40	75	5	1
5,0	40	100	5	1
5,0	40	300	5	2
5,0	40	350	5	2
5,0	40	400	5	2
5,0	40	450	5	2
5,0	40	500	5	3
5,0	40	10	6	1
5,0	40	20	6	1
5,0	40	30	6	1
5,0	40	40	6	1
5,0	40	50	6	1
5,0	40	75	6	1
5,0	40	100	6	1
5,0	40	300	6	2
5,0	40	350	6	2
5,0	40	400	6	3
5,0	40	450	6	3
5,0	40	500	6	3
5,0	40	10	7	1
5,0	40	20	7	1
5,0	40	30	7	1
5,0	40	40	7	1
5,0	40	50	7	1
5,0	40	75	7	1
5,0	40	100	7	1
5,0	40	300	7	2
5,0	40	350	7	3
5,0	40	400	7	3
5,0	40	450	7	3
5,0	40	500	7	3
5,0	40	10	8	1
5,0	40	20	8	1
5,0	40	30	8	1
5,0	40	40	8	1
5,0	40	50	8	1
5,0	40	75	8	1
5,0	40	100	8	1
5,0	40	300	8	3
5,0	40	350	8	3
5,0	40	400	8	3
5,0	40	450	8	3
5,0	40	500	8	4
5,0	40	10	9	1
5,0	40	20	9	1
5,0	40	30	9	1
5,0	40	40	9	1
5,0	40	50	9	1
5,0	40	75	9	1
5,0	40	100	9	2
5,0	40	300	9	3
5,0	40	350	9	3
5,0	40	400	9	3
5,0	40	450	9	4
5,0	40	500	9	4
5,0	40	10	10	1
5,0	40	20	10	1
5,0	40	30	10	1
5,0	40	40	10	1
5,0	40	50	10	1
5,0	40	75	10	1
5,0	40	100	10	2
5,0	40	300	10	3
5,0	40	350	10	3
5,0	40	400	10	4
5,0	40	450	10	4
5,0	40	500	10	4
5,0	40	10	11	1
5,0	40	20	11	1
5,0	40	30	11	1
5,0	40	40	11	1
5,0	40	50	11	1
5,0	40	75	11	1
5,0	40	100	11	2
5,0	40	300	11	3
5,0	40	350	11	4
5,0	40	400	11	4
5,0	40	450	11	4
5,0	40	500	11	5
5,0	40	10	12	1
5,0	40	20	12	1
5,0	40	30	12	1
5,0	40	40	12	1
5,0	40	50	12	1
5,0	40	75	12	2
5,0	40	100	12	2
5,0	40	300	12	4
5,0	40	350	12	4
5,0	40	400	12	4
5,0	40	450	12	5
5,0	40	500	12	5
5,0	40	10	13	1
5,0	40	20	13	1
5,0	40	30	13	1
5,0	40	40	13	1
5,0	40	50	13	1
5,0	40	75	13	2
5,0	40	100	13	2
5,0	40	300	13	4
5,0	40	350	13	4
5,0	40	400	13	5
5,0	40	450	13	5
5,0	40	500	13	5
5,0	40	10	14	1
5,0	40	20	14	1
5,0	40	30	14	1
5,0	40	40	14	1
5,0	40	50	14	1
5,0	40	75	14	2
5,0	40	100	14	2
5,0	40	300	14	4
5,0	40	350	14	4
5,0	40	400	14	5
5,0	40	450	14	5
5,0	40	500	14	6
5,0	40	10	15	1
5,0	40	20	15	1
5,0	40	30	15	1
5,0	40	40	15	1
5,0	40	50	15	1
5,0	40	75	15	2
5,0	40	100	15	2
5,0	40	300	15	4
5,0	40	350	15	5
5,0	40	400	15	5
5,0	40	450	15	5
5,0	40	500	15	6
5,0	40	10	16	1
5,0	40	20	16	1
5,0	40	30	16	1
5,0	40	40	16	1
5,0	40	50	16	1
5,0	40	75	16	2
5,0	40	100	16	2
5,0	40	300	16	4
5,0	40	350	16	5
5,0	40	400	16	5
5,0	40	450	16	6
5,0	40	500	16	6
5,0	40	10	17	1
5,0	40	20	17	1
5,0	40	30	17	1
5,0	40	40	17	1
5,0	40	50	17	1
5,0	40	75	17	2
5,0	40	100	17	2
5,0	40	300	17	5
5,0	40	350	17	5
5,0	40	400	17	6
5,0	40	450	17	6
5,0	40	500	17	6
5,0	40	10	18	1
5,0	40	20	18	1
5,0	40	30	18	1
5,0	40	40	18	1
5,0	40	50	18	2
5,0	40	75	18	2
5,0	40	100	18	2
5,0	40	300	18	5
5,0	40	350	18	5
5,0	40	400	18	6
5,0	40	450	18	6
5,0	40	500	18	7
5,0	40	10	19	1
5,0	40	20	19	1
5,0	40	30	19	1
5,0	40	40	19	1
5,0	40	50	19	2
5,0	40	75	19	2
5,0	40	100	19	2
5,0	40	300	19	5
5,0	40	350	19	5
5,0	40	400	19	6
5,0	40	450	19	6
5,0	40	500	19	7
5,0	40	10	20	1
5,0	40	20	20	1
5,0	40	30	20	1
5,0	40	40	20	1
5,0	40	50	20	2
5,0	40	75	20	2
5,0	40	100	20	2
5,0	40	300	20	5
5,0	40	350	20	6
5,0	40	400	20	6
5,0	40	450	20	7
5,0	40	500	20	7
5,0	40	10	25	1
5,0	40	20	25	1
5,0	40	30	25	1
5,0	40	40	25	2
5,0	40	50	25	2
5,0	40	75	25	2
5,0	40	100	25	3
5,0	40	300	25	6
5,0	40	350	25	7
5,0	40	400	25	7
5,0	40	450	25	8
5,0	40	500	25	9
5,0	40	10	30	1
5,0	40	20	30	1
5,0	40	30	30	2
5,0	40	40	30	2
5,0	40	50	30	2
5,0	40	75	30	3
5,0	40	100	30	3
5,0	40	300	30	7
5,0	40	350	30	8
5,0	40	400	30	9
5,0	40	450	30	9
5,0	40	500	30	10
5,0	40	10	35	1
5,0	40	20	35	1
5,0	40	30	35	2
5,0	40	40	35	2
5,0	40	50	35	2
5,0	40	75	35	3
5,0	40	100	35	4
5,0	40	300	35	8
5,0	40	350	35	9
5,0	40	400	35	10
5,0	40	450	35	11
5,0	40	500	35	11
5,0	40	10	40	1
5,0	40	20	40	1
5,0	40	30	40	2
5,0	40	40	40	2
5,0	40	50	40	3
5,0	40	75	40	3
5,0	40	100	40	4
5,0	40	300	40	9
5,0	40	350	40	10
5,0	40	400	40	11
5,0	40	450	40	12
5,0	40	500	40	13
5,0	40	10	45	1
5,0	40	20	45	2
5,0	40	30	45	2
5,0	40	40	45	2
5,0	40	50	45	3
5,0	40	75	45	4
5,0	40	100	45	4
5,0	40	300	45	9
5,0	40	350	45	11
5,0	40	400	45	12
5,0	40	450	45	13
5,0	40	500	45	14
5,0	40	10	50	1
5,0	40	20	50	2
5,0	40	30	50	2
5,0	40	40	50	3
5,0	40	50	50	3
5,0	40	75	50	4
5,0	40	100	50	5
5,0	40	300	50	10
5,0	40	350	50	12
5,0	40	400	50	13
5,0	40	450	50	14
5,0	40	500	50	15
5,0	50	10	1	1
5,0	50	20	1	1
5,0	50	30	1	1
5,0	50	40	1	1
5,0	50	50	1	1
5,0	50	75	1	1
5,0	50	100	1	1
5,0	50	300	1	1
5,0	50	350	1	1
5,0	50	400	1	1
5,0	50	450	1	1
5,0	50	500	1	1
5,0	50	10	2	1
5,0	50	20	2	1
5,0	50	30	2	1
5,0	50	40	2	1
5,0	50	50	2	1
5,0	50	75	2	1
5,0	50	100	2	1
5,0	50	300	2	1
5,0	50	350	2	1
5,0	50	400	2	1
5,0	50	450	2	1
5,0	50	500	2	1
5,0	50	10	3	1
5,0	50	20	3	1
5,0	50	30	3	1
5,0	50	40	3	1
5,0	50	50	3	1
5,0	50	75	3	1
5,0	50	100	3	1
5,0	50	300	3	1
5,0	50	350	3	1
5,0	50	400	3	1
5,0	50	450	3	2
5,0	50	500	3	2
5,0	50	10	4	1
5,0	50	20	4	1
5,0	50	30	4	1
5,0	50	40	4	1
5,0	50	50	4	1
5,0	50	75	4	1
5,0	50	100	4	1
5,0	50	300	4	2
5,0	50	350	4	2
5,0	50	400	4	2
5,0	50	450	4	2
5,0	50	500	4	2
5,0	50	10	5	1
5,0	50	20	5	1
5,0	50	30	5	1
5,0	50	40	5	1
5,0	50	50	5	1
5,0	50	75	5	1
5,0	50	100	5	1
5,0	50	300	5	2
5,0	50	350	5	2
5,0	50	400	5	2
5,0	50	450	5	2
5,0	50	500	5	2
5,0	50	10	6	1
5,0	50	20	6	1
5,0	50	30	6	1
5,0	50	40	6	1
5,0	50	50	6	1
5,0	50	75	6	1
5,0	50	100	6	1
5,0	50	300	6	2
5,0	50	350	6	2
5,0	50	400	6	2
5,0	50	450	6	2
5,0	50	500	6	3
5,0	50	10	7	1
5,0	50	20	7	1
5,0	50	30	7	1
5,0	50	40	7	1
5,0	50	50	7	1
5,0	50	75	7	1
5,0	50	100	7	1
5,0	50	300	7	2
5,0	50	350	7	2
5,0	50	400	7	3
5,0	50	450	7	3
5,0	50	500	7	3
5,0	50	10	8	1
5,0	50	20	8	1
5,0	50	30	8	1
5,0	50	40	8	1
5,0	50	50	8	1
5,0	50	75	8	1
5,0	50	100	8	1
5,0	50	300	8	2
5,0	50	350	8	3
5,0	50	400	8	3
5,0	50	450	8	3
5,0	50	500	8	3
5,0	50	10	9	1
5,0	50	20	9	1
5,0	50	30	9	1
5,0	50	40	9	1
5,0	50	50	9	1
5,0	50	75	9	1
5,0	50	100	9	1
5,0	50	300	9	3
5,0	50	350	9	3
5,0	50	400	9	3
5,0	50	450	9	3
5,0	50	500	9	3
5,0	50	10	10	1
5,0	50	20	10	1
5,0	50	30	10	1
5,0	50	40	10	1
5,0	50	50	10	1
5,0	50	75	10	1
5,0	50	100	10	1
5,0	50	300	10	3
5,0	50	350	10	3
5,0	50	400	10	3
5,0	50	450	10	3
5,0	50	500	10	4
5,0	50	10	11	1
5,0	50	20	11	1
5,0	50	30	11	1
5,0	50	40	11	1
5,0	50	50	11	1
5,0	50	75	11	1
5,0	50	100	11	2
5,0	50	300	11	3
5,0	50	350	11	3
5,0	50	400	11	3
5,0	50	450	11	4
5,0	50	500	11	4
5,0	50	10	12	1
5,0	50	20	12	1
5,0	50	30	12	1
5,0	50	40	12	1
5,0	50	50	12	1
5,0	50	75	12	1
5,0	50	100	12	2
5,0	50	300	12	3
5,0	50	350	12	3
5,0	50	400	12	4
5,0	50	450	12	4
5,0	50	500	12	4
5,0	50	10	13	1
5,0	50	20	13	1
5,0	50	30	13	1
5,0	50	40	13	1
5,0	50	50	13	1
5,0	50	75	13	1
5,0	50	100	13	2
5,0	50	300	13	3
5,0	50	350	13	4
5,0	50	400	13	4
5,0	50	450	13	4
5,0	50	500	13	5
5,0	50	10	14	1
5,0	50	20	14	1
5,0	50	30	14	1
5,0	50	40	14	1
5,0	50	50	14	1
5,0	50	75	14	1
5,0	50	100	14	2
5,0	50	300	14	3
5,0	50	350	14	4
5,0	50	400	14	4
5,0	50	450	14	4
5,0	50	500	14	5
5,0	50	10	15	1
5,0	50	20	15	1
5,0	50	30	15	1
5,0	50	40	15	1
5,0	50	50	15	1
5,0	50	75	15	2
5,0	50	100	15	2
5,0	50	300	15	4
5,0	50	350	15	4
5,0	50	400	15	4
5,0	50	450	15	5
5,0	50	500	15	5
5,0	50	10	16	1
5,0	50	20	16	1
5,0	50	30	16	1
5,0	50	40	16	1
5,0	50	50	16	1
5,0	50	75	16	2
5,0	50	100	16	2
5,0	50	300	16	4
5,0	50	350	16	4
5,0	50	400	16	5
5,0	50	450	16	5
5,0	50	500	16	5
5,0	50	10	17	1
5,0	50	20	17	1
5,0	50	30	17	1
5,0	50	40	17	1
5,0	50	50	17	1
5,0	50	75	17	2
5,0	50	100	17	2
5,0	50	300	17	4
5,0	50	350	17	4
5,0	50	400	17	5
5,0	50	450	17	5
5,0	50	500	17	6
5,0	50	10	18	1
5,0	50	20	18	1
5,0	50	30	18	1
5,0	50	40	18	1
5,0	50	50	18	1
5,0	50	75	18	2
5,0	50	100	18	2
5,0	50	300	18	4
5,0	50	350	18	5
5,0	50	400	18	5
5,0	50	450	18	5
5,0	50	500	18	6
5,0	50	10	19	1
5,0	50	20	19	1
5,0	50	30	19	1
5,0	50	40	19	1
5,0	50	50	19	1
5,0	50	75	19	2
5,0	50	100	19	2
